dataset_name;run_id;execution_time;device;setting;accuracy;balanced_accuracy;recall_0;precision_0;recall_1;precision_1;dataset_size;abs_0;rel_0;abs_1;rel_1;active_learning_cycles;samples_per_cycle;initial_sample;active_sampling_strategy;balancing_factor;random_seed;unlabeled_samples;model_name;output_dir;batch_size;num_epochs;max_steps;sampling_strategy;num_iterations;body_learning_rate;head_learning_rate;loss;distance_metric;margin;end_to_end;use_amp;warmup_proportion;l2_weight;max_length;samples_per_label;show_progress_bar;seed;report_to;run_name;logging_dir;logging_strategy;logging_first_step;logging_steps;evaluation_strategy;eval_steps;eval_delay;eval_max_steps;save_strategy;save_steps;save_total_limit;load_best_model_at_end;metric_for_best_model;greater_is_better
twitter_humor;10;433.20842599868774;cpu;max_entropy_balanced;0.710;0.664;0.808;0.767;0.519;0.580;16;8;0.50;8;0.50;3;4;balanced;max_entropy;0.25;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;11;445.8025782108307;cpu;max_entropy_balanced;0.744;0.651;0.938;0.743;0.365;0.750;16;10;0.62;6;0.38;3;4;balanced;max_entropy;0.25;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;12;254.1300060749054;cpu;random;0.755;0.699;0.873;0.782;0.525;0.679;16;9;0.56;7;0.44;3;4;balanced;random;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;13;235.09131288528442;cpu;random;0.703;0.581;0.958;0.702;0.204;0.712;16;10;0.62;6;0.38;3;4;balanced;random;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;14;417.14005422592163;cpu;max_entropy;0.774;0.698;0.932;0.773;0.464;0.778;16;9;0.56;7;0.44;3;4;balanced;max_entropy;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;15;443.679771900177;cpu;max_entropy;0.660;0.499;0.997;0.661;0.000;0.000;16;12;0.75;4;0.25;3;4;balanced;max_entropy;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;16;407.8318190574646;cpu;max_entropy_balanced;0.774;0.698;0.932;0.773;0.464;0.778;16;9;0.56;7;0.44;3;4;balanced;max_entropy;0.25;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;17;422.96314692497253;cpu;max_entropy_balanced;0.677;0.634;0.766;0.751;0.503;0.523;16;9;0.56;7;0.44;3;4;balanced;max_entropy;0.25;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;18;259.1269178390503;cpu;random;0.736;0.656;0.904;0.749;0.409;0.685;16;9;0.56;7;0.44;3;4;balanced;random;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;19;229.23488998413086;cpu;random;0.701;0.593;0.927;0.710;0.260;0.644;16;10;0.62;6;0.38;3;4;balanced;random;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;20;452.65100169181824;cpu;max_entropy;0.731;0.622;0.958;0.724;0.287;0.776;16;11;0.69;5;0.31;3;4;balanced;max_entropy;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;21;454.972736120224;cpu;max_entropy;0.665;0.506;1.000;0.664;0.011;1.000;16;12;0.75;4;0.25;3;4;balanced;max_entropy;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;22;445.4884238243103;cpu;max_entropy_balanced;0.755;0.708;0.853;0.793;0.564;0.662;16;9;0.56;7;0.44;3;4;balanced;max_entropy;0.25;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;23;429.2652208805084;cpu;max_entropy_balanced;0.750;0.746;0.757;0.848;0.735;0.607;16;8;0.50;8;0.50;3;4;balanced;max_entropy;0.25;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;24;239.73319005966187;cpu;random;0.518;0.532;0.489;0.692;0.575;0.365;16;8;0.50;8;0.50;3;4;balanced;random;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;25;234.66033625602722;cpu;random;0.634;0.491;0.932;0.657;0.050;0.273;16;12;0.75;4;0.25;3;4;balanced;random;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;26;436.5649690628052;cpu;max_entropy;0.766;0.679;0.949;0.758;0.409;0.804;16;10;0.62;6;0.38;3;4;balanced;max_entropy;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;27;435.39924812316895;cpu;max_entropy;0.716;0.617;0.924;0.723;0.309;0.675;16;9;0.56;7;0.44;3;4;balanced;max_entropy;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;28;450.3339829444885;cpu;max_entropy_balanced;0.744;0.638;0.966;0.732;0.309;0.824;16;10;0.62;6;0.38;3;4;balanced;max_entropy;0.25;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;29;457.28212690353394;cpu;max_entropy_balanced;0.721;0.606;0.963;0.715;0.249;0.776;16;10;0.62;6;0.38;3;4;balanced;max_entropy;0.25;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;30;961.7698600292206;cpu;random;0.774;0.699;0.929;0.774;0.470;0.773;64;48;0.75;16;0.25;3;16;balanced;random;0.0;42;160;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;31;946.1890213489532;cpu;random;0.714;0.589;0.975;0.706;0.204;0.804;64;50;0.78;14;0.22;3;16;balanced;random;0.0;42;800;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;32;1664.9302370548248;cpu;max_entropy;0.806;0.771;0.879;0.836;0.663;0.736;64;31;0.48;33;0.52;3;16;balanced;max_entropy;0.0;42;160;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;33;1666.2353987693787;cpu;max_entropy;0.740;0.681;0.864;0.771;0.497;0.652;64;30;0.47;34;0.53;3;16;balanced;max_entropy;0.0;42;800;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;34;1676.7099630832672;cpu;max_entropy_balanced;0.793;0.741;0.901;0.808;0.580;0.750;64;34;0.53;30;0.47;3;16;balanced;max_entropy;0.25;42;160;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;35;1744.5061330795288;cpu;max_entropy_balanced;0.759;0.700;0.881;0.782;0.519;0.691;64;31;0.48;33;0.52;3;16;balanced;max_entropy;0.25;42;800;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;36;998.8894209861755;cpu;random;0.742;0.711;0.808;0.803;0.613;0.620;64;40;0.62;24;0.38;3;16;balanced;random;0.0;42;160;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
twitter_humor;37;1012.9307959079742;cpu;random;0.778;0.698;0.944;0.771;0.453;0.804;64;47;0.73;17;0.27;3;16;balanced;random;0.0;42;800;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x1690cf100>;0.25;False;False;0.1;None;None;2;True;42;[];None;runs/Dec14_15-52-21_MBP-de-Jose.station;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
