dataset_name;run_id;setting;accuracy;balanced_accuracy;recall_0;precision_0;recall_1;precision_1;dataset_size;abs_1;rel_1;abs_0;rel_0;active_learning_cycles;samples_per_cycle;initial_sample;active_sampling_strategy;balancing_factor;random_seed;unlabeled_samples;model_name;output_dir;batch_size;num_epochs;max_steps;sampling_strategy;num_iterations;body_learning_rate;head_learning_rate;loss;distance_metric;margin;end_to_end;use_amp;warmup_proportion;l2_weight;max_length;samples_per_label;show_progress_bar;seed;report_to;run_name;logging_dir;logging_strategy;logging_first_step;logging_steps;evaluation_strategy;eval_steps;eval_delay;eval_max_steps;save_strategy;save_steps;save_total_limit;load_best_model_at_end;metric_for_best_model;greater_is_better
french_twitter_reduced;11;max_entropy_balanced;0.698;0.698;0.815;0.663;0.581;0.756;16;7;0.44;9;0.56;3;4;balanced;max_entropy;0.25;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;12;random;0.589;0.586;0.975;0.552;0.198;0.885;16;5;0.31;11;0.69;3;4;balanced;random;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;13;random;0.726;0.726;0.768;0.711;0.684;0.745;16;8;0.50;8;0.50;3;4;balanced;random;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;14;max_entropy;0.697;0.698;0.523;0.807;0.873;0.644;16;7;0.44;9;0.56;3;4;balanced;max_entropy;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;15;max_entropy;0.626;0.624;0.956;0.577;0.291;0.868;16;5;0.31;11;0.69;3;4;balanced;max_entropy;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;16;max_entropy_balanced;0.694;0.695;0.508;0.815;0.883;0.639;16;7;0.44;9;0.56;3;4;balanced;max_entropy;0.25;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;17;max_entropy_balanced;0.680;0.682;0.428;0.872;0.936;0.618;16;8;0.50;8;0.50;3;4;balanced;max_entropy;0.25;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;18;random;0.657;0.658;0.484;0.745;0.832;0.614;16;9;0.56;7;0.44;3;4;balanced;random;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;19;random;0.524;0.527;0.065;0.858;0.989;0.511;16;11;0.69;5;0.31;3;4;balanced;random;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;20;max_entropy;0.694;0.694;0.759;0.674;0.628;0.720;16;8;0.50;8;0.50;3;4;balanced;max_entropy;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;21;max_entropy;0.585;0.583;0.862;0.556;0.304;0.685;16;8;0.50;8;0.50;3;4;balanced;max_entropy;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;22;max_entropy_balanced;0.668;0.666;0.864;0.622;0.469;0.773;16;7;0.44;9;0.56;3;4;balanced;max_entropy;0.25;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;23;max_entropy_balanced;0.571;0.569;0.927;0.543;0.211;0.740;16;7;0.44;9;0.56;3;4;balanced;max_entropy;0.25;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;24;random;0.691;0.690;0.869;0.643;0.511;0.794;16;6;0.38;10;0.62;3;4;balanced;random;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;25;random;0.691;0.691;0.635;0.718;0.748;0.669;16;8;0.50;8;0.50;3;4;balanced;random;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;26;max_entropy;0.724;0.724;0.609;0.794;0.840;0.680;16;9;0.56;7;0.44;3;4;balanced;max_entropy;0.0;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;27;max_entropy;0.649;0.650;0.592;0.672;0.708;0.631;16;9;0.56;7;0.44;3;4;balanced;max_entropy;0.0;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;28;max_entropy_balanced;0.724;0.725;0.610;0.793;0.839;0.680;16;9;0.56;7;0.44;3;4;balanced;max_entropy;0.25;42;40;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;29;max_entropy_balanced;0.576;0.578;0.255;0.720;0.900;0.544;16;10;0.62;6;0.38;3;4;balanced;max_entropy;0.25;42;200;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;30;random;0.743;0.744;0.665;0.791;0.822;0.708;64;35;0.55;29;0.45;3;16;balanced;random;0.0;42;160;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;31;random;0.736;0.736;0.712;0.751;0.760;0.723;64;30;0.47;34;0.53;3;16;balanced;random;0.0;42;800;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;32;max_entropy;0.758;0.758;0.710;0.787;0.806;0.733;64;26;0.41;38;0.59;3;16;balanced;max_entropy;0.0;42;160;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;33;max_entropy;0.745;0.745;0.669;0.791;0.822;0.710;64;31;0.48;33;0.52;3;16;balanced;max_entropy;0.0;42;800;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;34;max_entropy_balanced;0.728;0.729;0.594;0.815;0.864;0.678;64;29;0.45;35;0.55;3;16;balanced;max_entropy;0.25;42;160;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;35;max_entropy_balanced;0.743;0.743;0.759;0.738;0.727;0.749;64;26;0.41;38;0.59;3;16;balanced;max_entropy;0.25;42;800;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;36;random;0.730;0.730;0.648;0.778;0.812;0.695;64;35;0.55;29;0.45;3;16;balanced;random;0.0;42;160;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;37;random;0.705;0.704;0.827;0.666;0.581;0.768;64;27;0.42;37;0.58;3;16;balanced;random;0.0;42;800;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
french_twitter_reduced;38;max_entropy;0.739;0.740;0.629;0.809;0.850;0.694;64;36;0.56;28;0.44;3;16;balanced;max_entropy;0.0;42;160;sentence-transformers/paraphrase-multilingual-mpnet-base-v2;checkpoints;(16, 2);(1, 16);-1;oversampling;20;(2e-05, 1e-05);0.01;<class 'sentence_transformers.losses.CosineSimilarityLoss.CosineSimilarityLoss'>;<function BatchHardTripletLossDistanceFunction.cosine_distance at 0x79e9738c6ef0>;0.25;False;False;0.1;None;None;2;True;42;['tensorboard'];None;runs/Dec13_18-43-31_49710652e716;IntervalStrategy.STEPS;True;50;IntervalStrategy.NO;None;0;-1;steps;500;1;False;embedding_loss;False
